"OPE ID",School,State,"Zip Code","School Type",Recipients,"num originated","amt originated","num disbursed","amt disbursed"
329300,"LYCOMING COLLEGE                                                      ",PA,177015192,Private-Nonprofit,802,802,3517093,802,1779955
329400,"MANOR COLLEGE                                                         ",PA,190463399,Private-Nonprofit,179,179,637550,337,349200
329600,"MARYWOOD UNIVERSITY                                                   ",PA,185091598,Private-Nonprofit,1076,1076,4701192,1079,2432497
329700,"MERCYHURST UNIVERSITY                                                 ",PA,165460001,Private-Nonprofit,1899,1899,7816070,1899,3919281
329800,"MESSIAH COLLEGE                                                       ",PA,170550000,Private-Nonprofit,1296,1297,5748285,1299,2912305
330000,"MOORE COLLEGE OF ART & DESIGN                                         ",PA,191031190,Private-Nonprofit,292,292,1237610,292,619556
330100,"MORAVIAN COLLEGE                                                      ",PA,180186650,Private-Nonprofit,1016,1024,4532447,1036,2279262
330200,"MOUNT ALOYSIUS COLLEGE                                                ",PA,166301999,Private-Nonprofit,1026,1027,4168207,1027,2141431
330300,"CARLOW UNIVERSITY                                                     ",PA,152133165,Private-Nonprofit,926,932,4062947,932,2098589
330400,"MUHLENBERG COLLEGE                                                    ",PA,181045586,Private-Nonprofit,673,673,2944464,673,1475483
330600,"UNIVERSITY OF VALLEY FORGE                                            ",PA,194602399,Private-Nonprofit,386,387,1630519,387,805126
330900,"PEIRCE COLLEGE                                                        ",PA,191024699,Private-Nonprofit,539,539,2100430,539,512947
331100,"SALUS UNIVERSITY                                                      ",PA,190271598,Private-Nonprofit,0,0,0,0,0
331300,"WIDENER UNIVERSITY                                                    ",PA,190135792,Private-Nonprofit,1421,1421,6189907,1421,3119696
331500,"BLOOMSBURG UNIVERSITY OF PENNSYLVANIA                                 ",PA,178151301,Public,4180,4232,17372976,4232,9032638
331600,"CALIFORNIA UNIVERSITY OF PENNSYLVANIA                                 ",PA,154191394,Public,2677,2677,11485196,2680,5842917
331700,"CHEYNEY UNIVERSITY OF PENNSYLVANIA                                    ",PA,193190200,Public,371,371,1601826,371,801943
331800,"CLARION UNIVERSITY OF PENNSYLVANIA                                    ",PA,162141232,Public,2194,2223,9451028,2223,4834566
332000,"EAST STROUDSBURG UNIVERSITY                                           ",PA,183012999,Public,3001,3034,13016467,3034,6558481
332100,"EDINBORO UNIVERSITY OF PENNSYLVANIA                                   ",PA,164440001,Public,2958,2986,12351103,2993,6248501
332200,"KUTZTOWN UNIVERSITY OF PENNSYLVANIA                                   ",PA,195309339,Public,4874,4923,21040254,4923,10591962
332300,"LOCK HAVEN UNIVERSITY OF PENNSYLVANIA                                 ",PA,177452439,Public,2557,2557,10984772,2575,5556500
332400,"MANSFIELD UNIVERSITY                                                  ",PA,169331123,Public,1297,1297,5535108,1297,2856828
332500,"MILLERSVILLE UNIVERSITY                                               ",PA,175511800,Public,3311,3311,13847907,3312,7190144
332600,"SHIPPENSBURG UNIVERSITY                                               ",PA,172572299,Public,3279,3315,13439569,3316,6879866
332700,"SLIPPERY ROCK UNIVERSITY                                              ",PA,160571326,Public,3927,3943,16787727,3951,8601663
332800,"WEST CHESTER UNIVERSITY OF PENNSYLVANIA                               ",PA,193830001,Public,6444,6521,27290320,6521,14112503
332900,"PENNSYLVANIA STATE UNIVERSITY (THE)                                   ",PA,168021503,Public,31794,31794,140333875,31975,71759346
335000,"UNIVERSITY OF THE ARTS (THE)                                          ",PA,191029493,Private-Nonprofit,1009,1009,4072926,1013,2258820
335100,"CAIRN UNIVERSITY                                                      ",PA,190472942,Private-Nonprofit,441,441,1874239,441,962453
335200,"PHILADELPHIA COLLEGE OF OSTEOPATHIC MEDICINE                          ",PA,191311694,Private-Nonprofit,0,0,0,0,0
335300,"UNIVERSITY OF THE SCIENCES IN PHILADELPHIA                            ",PA,191044495,Private-Nonprofit,848,849,3983002,849,2023442
335400,"PHILADELPHIA UNIVERSITY                                               ",PA,191445497,Private-Nonprofit,1446,1446,6151811,1446,3073067
335600,"PITTSBURGH THEOLOGICAL SEMINARY                                       ",PA,152062596,Private-Nonprofit,0,0,0,0,0
335700,"POINT PARK UNIVERSITY                                                 ",PA,152221912,Private-Nonprofit,1721,1729,7380231,1729,3793105
335800,"REFORMED PRESBYTERIAN THEOLOGICAL SEMINARY                            ",PA,152082594,Private-Nonprofit,0,0,0,0,0
335900,"ROBERT MORRIS UNIVERSITY                                              ",PA,151081189,Private-Nonprofit,2148,2148,9508072,2148,4872696
336000,"ROSEMONT COLLEGE - ROSEMONT COLLEGE                                   ",PA,190101699,Private-Nonprofit,270,270,1106028,270,554420
336200,"SETON HILL UNIVERSITY                                                 ",PA,156011599,Private-Nonprofit,857,858,3714291,858,1897793
336400,"SAINT CHARLES BORROMEO SEMINARY                                       ",PA,190963016,Private-Nonprofit,9,9,32373,9,16437
336600,"SAINT FRANCIS UNIVERSITY                                              ",PA,159400600,Private-Nonprofit,996,996,4208745,996,2287911
336700,"SAINT JOSEPH'S UNIVERSITY                                             ",PA,191311395,Private-Nonprofit,1596,1598,7119409,1603,3470850
336800,"SAINT VINCENT COLLEGE & SEMINARY                                      ",PA,156502690,Private-Nonprofit,824,825,3580644,825,1834177
336900,"SUSQUEHANNA UNIVERSITY                                                ",PA,178701001,Private-Nonprofit,1257,1263,5465959,1263,2815851
337000,"SWARTHMORE COLLEGE                                                    ",PA,190811390,Private-Nonprofit,157,159,573783,159,286908
337100,"TEMPLE UNIVERSITY                                                     ",PA,191226003,Private-Nonprofit,13310,13310,58948442,13310,29861248
337500,"THEOLOGICAL SEMINARY REFORMED EPISCOPAL CHURCH                        ",PA,194221257,Private-Nonprofit,0,0,0,0,0
337600,"THIEL COLLEGE                                                         ",PA,161252181,Private-Nonprofit,564,565,2476168,568,1290208
337800,"UNIVERSITY OF PENNSYLVANIA                                            ",PA,191046216,Private-Nonprofit,938,969,3490501,975,1882700
337900,"UNIVERSITY OF PITTSBURGH - PITTSBURGH                                 ",PA,152600001,Public,10847,11015,47185901,11016,24207686
338400,"UNIVERSITY OF SCRANTON                                                ",PA,185104622,Private-Nonprofit,1942,1949,8699937,1949,4362929
338500,"URSINUS COLLEGE                                                       ",PA,194261000,Private-Nonprofit,827,827,3767449,827,1895278
338600,"VALLEY FORGE MILITARY COLLEGE                                         ",PA,190873695,Private-Nonprofit,25,25,97250,26,49750
338800,"VILLANOVA UNIVERSITY                                                  ",PA,190851699,Private-Nonprofit,2346,2355,10593659,2355,5352579
338900,"WASHINGTON AND JEFFERSON COLLEGE                                      ",PA,153014801,Private-Nonprofit,765,767,3447968,767,1744562
339100,"WAYNESBURG UNIVERSITY                                                 ",PA,153701222,Private-Nonprofit,904,913,3962740,913,2005678
339200,"WESTMINSTER COLLEGE                                                   ",PA,161720002,Private-Nonprofit,666,666,2825365,666,1436232
339300,"WESTMINSTER THEOLOGICAL SEMINARY                                      ",PA,190386073,Private-Nonprofit,0,0,0,0,0
339400,"WILKES UNIVERSITY                                                     ",PA,187660998,Private-Nonprofit,1572,1582,7082886,1582,3550654
339500,"PENNSYLVANIA COLLEGE OF TECHNOLOGY                                    ",PA,177015779,Public,3149,3152,12908361,3152,6509705
339600,"WILSON COLLEGE                                                        ",PA,172011285,Private-Nonprofit,397,397,1645939,397,868913
339900,"YORK COLLEGE OF PENNSYLVANIA                                          ",PA,174057199,Private-Nonprofit,2203,2226,9536424,2226,4807144
340100,"BROWN UNIVERSITY                                                      ",RI,29129127,Private-Nonprofit,1182,1183,4702754,1183,2428227
340200,"BRYANT UNIVERSITY                                                     ",RI,29171284,Private-Nonprofit,0,0,0,0,0
340400,"JOHNSON & WALES UNIVERSITY                                            ",RI,29033703,Private-Nonprofit,5317,5326,24330272,5333,8353888
340600,"PROVIDENCE COLLEGE                                                    ",RI,29180001,Private-Nonprofit,1635,1649,7589449,1651,3777404
340700,"RHODE ISLAND COLLEGE                                                  ",RI,29081991,Public,2962,2989,11400534,2992,5841173
340800,"COMMUNITY COLLEGE OF RHODE ISLAND                                     ",RI,28861807,Public,714,716,2344292,716,1173846
340900,"RHODE ISLAND SCHOOL OF DESIGN                                         ",RI,29032784,Private-Nonprofit,566,566,2669006,566,1334509
341000,"ROGER WILLIAMS UNIVERSITY                                             ",RI,28092921,Private-Nonprofit,1669,1671,7360610,1671,3688827
341100,"SALVE REGINA COLLEGE                                                  ",RI,28404192,Private-Nonprofit,1278,1279,5746041,1279,2881250
341400,"UNIVERSITY OF RHODE ISLAND                                            ",RI,28810000,Public,4481,4504,19630381,4504,9995275
341700,"ALLEN UNIVERSITY                                                      ",SC,292041085,Private-Nonprofit,352,352,1488477,352,744240
341800,"ANDERSON UNIVERSITY                                                   ",SC,296214035,Private-Nonprofit,1183,1183,5102472,1183,2595713
341900,"CHARLESTON SOUTHERN UNIVERSITY                                        ",SC,294062160,Private-Nonprofit,1545,1546,6537235,1546,3343371
342000,"BENEDICT COLLEGE                                                      ",SC,292041086,Private-Nonprofit,1399,1399,5817473,1399,2922156
342100,"BOB JONES UNIVERSITY                                                  ",SC,296141000,Proprietary,764,764,3360488,764,1726555
342200,"SOUTHERN WESLEYAN UNIVERSITY                                          ",SC,296301020,Private-Nonprofit,444,444,1826598,444,950235
342300,"CITADEL, THE MILITARY COLLEGE OF SOUTH CAROLINA                       ",SC,294090002,Public,843,844,3739537,850,1878452
342400,"CLAFLIN UNIVERSITY                                                    ",SC,291154498,Private-Nonprofit,1178,1178,5177571,1178,2605059
342500,"CLEMSON UNIVERSITY                                                    ",SC,296340001,Public,5070,5145,22059121,5145,11500269
342600,"UNIVERSITY OF SOUTH CAROLINA - SUMTER                                 ",SC,291502498,Public,233,233,908057,234,460470
342700,"COKER COLLEGE                                                         ",SC,295503797,Private-Nonprofit,648,648,1233849,648,1233424
342800,"COLLEGE OF CHARLESTON                                                 ",SC,294240100,Public,3174,3193,13772137,3202,6974068
342900,"COLUMBIA INTERNATIONAL UNIVERSITY                                     ",SC,292031599,Private-Nonprofit,247,247,1051192,247,535376
343000,"COLUMBIA COLLEGE OF SOUTH CAROLINA                                    ",SC,292035998,Private-Nonprofit,594,594,2561915,594,1239557
343100,"CONVERSE COLLEGE                                                      ",SC,293021931,Private-Nonprofit,441,441,1915410,441,964816
343200,"ERSKINE COLLEGE                                                       ",SC,296390000,Private-Nonprofit,254,254,1083763,255,543879
343400,"FURMAN UNIVERSITY                                                     ",SC,296135253,Private-Nonprofit,494,494,2133227,494,1063332
343500,"LANDER UNIVERSITY                                                     ",SC,296492099,Public,1280,1280,5307721,1293,2799548
343600,"LIMESTONE COLLEGE                                                     ",SC,293403799,Private-Nonprofit,746,746,2995109,746,1510923
343800,"MEDICAL UNIVERSITY OF SOUTH CAROLINA                                  ",SC,294250100,Public,187,187,783744,187,352983
343900,"MORRIS COLLEGE                                                        ",SC,291503599,Private-Nonprofit,239,239,1065896,239,532949
344000,"NEWBERRY COLLEGE                                                      ",SC,291082197,Private-Nonprofit,582,582,2519880,582,1286231
344100,"NORTH GREENVILLE UNIVERSITY                                           ",SC,296881892,Private-Nonprofit,853,853,3278904,855,1753328
344500,"PRESBYTERIAN COLLEGE                                                  ",SC,293252503,Private-Nonprofit,315,315,1274396,315,642952
344600,"SOUTH CAROLINA STATE UNIVERSITY                                       ",SC,291174427,Public,1211,1211,5071954,1211,2542145
344700,"SPARTANBURG METHODIST COLLEGE                                         ",SC,293015899,Private-Nonprofit,393,393,1408660,393,705305
344800,"UNIVERSITY OF SOUTH CAROLINA - COLUMBIA                               ",SC,292083999,Public,8272,8338,35958941,8351,18328436
344900,"UNIVERSITY OF SOUTH CAROLINA - AIKEN                                  ",SC,298016399,Public,1556,1597,6862015,1597,3503365
345000,"UNIVERSITY OF SOUTH CAROLINA - BEAUFORT                               ",SC,299094602,Public,1045,1059,4407818,1063,2239253
345100,"COASTAL CAROLINA UNIVERSITY                                           ",SC,295268428,Public,4984,4985,21186074,4985,10863480
345300,"UNIVERSITY OF SOUTH CAROLINA - LANCASTER                              ",SC,297210889,Public,373,375,1473526,375,739094
345400,"UNIVERSITY OF SOUTH CAROLINA - SALKEHATCHIE                           ",SC,298100617,Public,386,387,1463513,387,733149
345500,"VOORHEES COLLEGE                                                      ",SC,290420000,Private-Nonprofit,338,338,1485147,338,741882
345600,"WINTHROP UNIVERSITY                                                   ",SC,297330001,Public,2313,2435,10041996,2435,5200385
345700,"WOFFORD COLLEGE                                                       ",SC,293033663,Private-Nonprofit,493,493,1468967,493,1078971
345800,"AUGUSTANA COLLEGE                                                     ",SD,571970001,Private-Nonprofit,611,618,2548368,618,1298827
345900,"BLACK HILLS STATE UNIVERSITY                                          ",SD,577999502,Public,1330,1330,5214272,1330,2705689
346100,"DAKOTA WESLEYAN UNIVERSITY                                            ",SD,573014398,Private-Nonprofit,414,414,1745626,414,886121
346300,"DAKOTA STATE UNIVERSITY                                               ",SD,570421799,Public,1006,1006,3924395,1006,2005993
346500,"MOUNT MARTY COLLEGE                                                   ",SD,570783724,Private-Nonprofit,320,322,1346645,322,679667
346600,"NORTHERN STATE UNIVERSITY                                             ",SD,574017198,Public,782,782,2696526,782,1403703
346700,"PRESENTATION COLLEGE                                                  ",SD,574011299,Private-Nonprofit,397,397,1703600,398,861829
346900,"UNIVERSITY OF SIOUX FALLS                                             ",SD,571051699,Private-Nonprofit,577,577,2446364,579,1242453
347000,"SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY                           ",SD,577013995,Public,946,946,3968681,947,2037007
347100,"SOUTH DAKOTA STATE UNIVERSITY                                         ",SD,570072298,Public,4555,4588,18496048,4588,9583747
347400,"UNIVERSITY OF SOUTH DAKOTA                                            ",SD,570692390,Public,2844,2876,11234846,2876,5784789
347700,"AQUINAS COLLEGE                                                       ",TN,372052086,Private-Nonprofit,164,164,635472,164,357489
347800,"AUSTIN PEAY STATE UNIVERSITY                                          ",TN,370440002,Public,4158,4246,16876302,4250,8493067
347900,"BELMONT UNIVERSITY                                                    ",TN,372123757,Private-Nonprofit,1857,1861,8446914,1863,4278629
348000,"BETHEL UNIVERSITY                                                     ",TN,382011705,Private-Nonprofit,1687,1687,5359074,1804,2810790
348100,"CARSON - NEWMAN UNIVERSITY                                            ",TN,377602204,Private-Nonprofit,695,698,2996349,700,1517466
348200,"CHRISTIAN BROTHERS UNIVERSITY                                         ",TN,381045581,Private-Nonprofit,591,591,2607983,591,1317086
348300,"COLUMBIA STATE COMMUNITY COLLEGE                                      ",TN,384015653,Public,685,695,2395759,697,1207859
348400,"COVENANT COLLEGE                                                      ",GA,307504164,Private-Nonprofit,381,381,1668490,381,851573
348500,"CUMBERLAND UNIVERSITY                                                 ",TN,370873554,Private-Nonprofit,492,501,2090474,517,1012344
348600,"LIPSCOMB UNIVERSITY                                                   ",TN,372043951,Private-Nonprofit,971,978,4415190,978,2226283
348700,"EAST TENNESSEE STATE UNIVERSITY                                       ",TN,376142857,Public,3802,3890,16045369,3890,8211033
349000,"FISK UNIVERSITY                                                       ",TN,372083045,Private-Nonprofit,179,179,773703,179,386639
349200,"FREED-HARDEMAN UNIVERSITY                                             ",TN,383402399,Private-Nonprofit,388,388,1633364,388,834533
349500,"JOHNSON UNIVERSITY                                                    ",TN,379989775,Private-Nonprofit,534,534,2310796,534,1161877
349600,"KING UNIVERSITY                                                       ",TN,376202699,Private-Nonprofit,1124,1136,5186574,1136,2682345
349900,"LANE COLLEGE                                                          ",TN,383014598,Private-Nonprofit,172,172,757406,172,379954
350000,"LEE UNIVERSITY                                                        ",TN,373114475,Private-Nonprofit,1768,1770,7139555,1770,3628058
350100,"LEMOYNE-OWEN COLLEGE                                                  ",TN,381266510,Private-Nonprofit,2,2,3900,4,3900
350200,"LINCOLN MEMORIAL UNIVERSITY                                           ",TN,377527920,Private-Nonprofit,802,806,3277321,806,1678164
350400,"MARTIN METHODIST COLLEGE                                              ",TN,384782799,Private-Nonprofit,151,151,657110,151,328557
350500,"MARYVILLE COLLEGE                                                     ",TN,378045907,Private-Nonprofit,684,684,3002780,684,1516507
350600,"MEHARRY MEDICAL COLLEGE                                               ",TN,372083599,Private-Nonprofit,0,0,0,0,0
350700,"MEMPHIS COLLEGE OF ART                                                ",TN,381042764,Private-Nonprofit,205,205,837317,205,427589
350900,"UNIVERSITY OF MEMPHIS (THE)                                           ",TN,381524611,Public,7892,8012,31604420,8012,17329734
351000,"MIDDLE TENNESSEE STATE UNIVERSITY                                     ",TN,371323754,Public,8154,8371,34231298,8371,17903392
351100,"MILLIGAN COLLEGE                                                      ",TN,376824001,Private-Nonprofit,351,352,1521176,352,789155
351700,"SOUTHERN COLLEGE OF OPTOMETRY                                         ",TN,381042222,Private-Nonprofit,0,0,0,0,0
351800,"SOUTHERN ADVENTIST UNIVERSITY                                         ",TN,373150370,Private-Nonprofit,971,976,4355475,976,2183716
351900,"RHODES COLLEGE                                                        ",TN,381121690,Private-Nonprofit,461,462,1964851,466,985005
352200,"TENNESSEE STATE UNIVERSITY                                            ",TN,372091561,Public,3520,3521,14388039,3578,7216587
352300,"TENNESSEE TECHNOLOGICAL UNIVERSITY                                    ",TN,385050001,Public,3303,3370,13742368,3370,7193781
352500,"TENNESSEE WESLEYAN COLLEGE                                            ",TN,373710040,Private-Nonprofit,449,450,1948413,450,1011534
352600,"TREVECCA NAZARENE UNIVERSITY                                          ",TN,372102877,Private-Nonprofit,644,648,2627003,648,1388474
352700,"TUSCULUM COLLEGE                                                      ",TN,377430001,Private-Nonprofit,866,889,3626506,889,1759561
352800,"UNION UNIVERSITY                                                      ",TN,383053697,Private-Nonprofit,1077,1079,4752582,1079,2301196
352900,"UNIVERSITY OF TENNESSEE - CHATTANOOGA                                 ",TN,374032598,Public,3649,3666,14639847,3671,7802579
353000,"UNIVERSITY OF TENNESSEE                                               ",TN,379960150,Public,6929,7063,29212200,7075,14867415
353100,"UNIVERSITY OF TENNESSEE - MARTIN                                      ",TN,382380002,Public,2719,2779,11674177,2779,5864592
353400,"UNIVERSITY OF THE SOUTH (THE)                                         ",TN,373831000,Private-Nonprofit,432,437,1729146,437,899162
353500,"VANDERBILT UNIVERSITY                                                 ",TN,372400001,Private-Nonprofit,233,233,782683,233,413227
353600,"BRYAN COLLEGE                                                         ",TN,373217000,Private-Nonprofit,328,331,1345197,340,687718
353700,"ABILENE CHRISTIAN UNIVERSITY                                          ",TX,796993701,Private-Nonprofit,1227,1228,5307094,1228,2759687
353900,"ALVIN COMMUNITY COLLEGE                                               ",TX,775114807,Public,239,239,883692,239,444753
354000,"AMARILLO COLLEGE                                                      ",TX,791092446,Public,1036,1042,3570871,1042,1784005
354100,"ANGELO STATE UNIVERSITY                                               ",TX,769095069,Public,1786,1805,7147804,1820,3588709
354300,"AUSTIN COLLEGE                                                        ",TX,750904440,Private-Nonprofit,488,492,2038955,494,1031257
354400,"AUSTIN PRESBYTERIAN THEOLOGICAL SEMINARY                              ",TX,787055711,Private-Nonprofit,0,0,0,0,0
354500,"BAYLOR UNIVERSITY                                                     ",TX,767987048,Private-Nonprofit,4643,4643,20767526,4644,10713765
354600,"COASTAL BEND COLLEGE                                                  ",TX,781022197,Public,346,346,1096303,346,548000
354900,"BLINN COLLEGE                                                         ",TX,778334098,Public,3691,3691,13420173,3697,6734029
355300,"CISCO COLLEGE                                                         ",TX,764379803,Public,150,150,539744,150,134939
355400,"CLARENDON COLLEGE                                                     ",TX,792260000,Public,91,91,273138,91,131019
355600,"COMMONWEALTH INSTITUTE OF FUNERAL SERVICE                             ",TX,770905918,Private-Nonprofit,27,27,88505,30,24471
355700,"CONCORDIA UNIVERSITY TEXAS                                            ",TX,787264141,Private-Nonprofit,902,910,3538498,910,1805128
355800,"NORTH CENTRAL TEXAS COLLEGE                                           ",TX,762404699,Public,1129,1129,4109894,1131,2059345
356000,"DALLAS BAPTIST UNIVERSITY                                             ",TX,752119299,Private-Nonprofit,1107,1107,4573601,1107,2396366
356100,"CEDAR VALLEY COLLEGE                                                  ",TX,751343799,Public,237,237,911316,238,450367
356200,"DALLAS THEOLOGICAL SEMINARY                                           ",TX,752046411,Private-Nonprofit,0,0,0,0,0
356300,"DEL MAR COLLEGE                                                       ",TX,784043897,Public,508,511,1597124,516,811516
356400,"EAST TEXAS BAPTIST UNIVERSITY                                         ",TX,756701423,Private-Nonprofit,471,471,2091449,471,1053967
356500,"TEXAS A&M UNIVERSITY - COMMERCE                                       ",TX,754293011,Public,3528,3547,15305720,3555,7685837
356600,"EPISCOPAL THEOLOGICAL SEMINARY OF THE SOUTHWEST (THE)                 ",TX,787053128,Private-Nonprofit,0,0,0,0,0
356800,"FRANK PHILLIPS COLLEGE                                                ",TX,790074427,Public,82,82,261307,82,132028
357000,"GRAYSON  COUNTY COLLEGE                                               ",TX,750208299,Public,644,644,2149271,645,609426
357100,"HARDIN-SIMMONS UNIVERSITY                                             ",TX,796986050,Private-Nonprofit,695,695,3050974,698,1552858
357200,"TRINITY VALLEY COMMUNITY COLLEGE                                      ",TX,757512734,Public,948,1084,2895967,1282,1513920
357300,"HILL COLLEGE                                                          ",TX,766452711,Public,616,617,2067814,637,1052282
357400,"HOWARD COUNTY JUNIOR COLLEGE DISTRICT                                 ",TX,797200213,Public,212,212,708396,212,353151
357500,"HOWARD PAYNE UNIVERSITY                                               ",TX,768012715,Private-Nonprofit,596,596,2357084,596,1179552
357600,"HOUSTON BAPTIST UNIVERSITY                                            ",TX,770743298,Private-Nonprofit,917,928,3746904,929,1937506
357700,"HUSTON - TILLOTSON UNIVERSITY                                         ",TX,787022795,Private-Nonprofit,411,411,1780066,414,891663
357800,"UNIVERSITY OF THE INCARNATE WORD                                      ",TX,782096398,Private-Nonprofit,2249,2252,10146311,2267,4917099
357900,"JACKSONVILLE COLLEGE-MAIN CAMPUS                                      ",TX,757664759,Private-Nonprofit,32,32,63588,32,63588
358100,"LAMAR UNIVERSITY                                                      ",TX,777100042,Public,3351,3351,14037576,3404,7083922
358300,"LEE COLLEGE                                                           ",TX,775204796,Public,94,98,315878,105,91380
358400,"LETOURNEAU UNIVERSITY                                                 ",TX,756023564,Private-Nonprofit,1053,1053,4762482,1053,2067747
358600,"LUBBOCK CHRISTIAN UNIVERSITY                                          ",TX,794072099,Private-Nonprofit,474,475,2018939,475,1062830
358800,"UNIVERSITY OF MARY HARDIN-BAYLOR                                      ",TX,765132599,Private-Nonprofit,1839,1843,7770634,1843,3980979
359000,"MCLENNAN COMMUNITY COLLEGE                                            ",TX,767081498,Public,2130,2130,7450145,2132,3746451
359100,"MCMURRY UNIVERSITY                                                    ",TX,796970001,Private-Nonprofit,552,553,2327767,556,1168196
359200,"MIDWESTERN STATE UNIVERSITY                                           ",TX,763082099,Public,2017,2062,8382198,2062,4272153
359300,"NAVARRO COLLEGE                                                       ",TX,751104818,Public,2040,2041,6932646,2041,3489368
359400,"UNIVERSITY OF NORTH TEXAS                                             ",TX,762035017,Public,9839,9981,43178224,9981,22015147
359600,"ODESSA COLLEGE                                                        ",TX,797647127,Public,128,128,448264,128,140496
359800,"OUR LADY OF THE LAKE UNIVERSITY                                       ",TX,782074689,Private-Nonprofit,1002,1003,4361357,1003,2244292
359900,"UNIVERSITY OF TEXAS - RIO GRANDE VALLEY                               ",TX,785392999,Public,6668,6821,28954318,6821,14530124
360000,"PANOLA COLLEGE                                                        ",TX,756332397,Public,506,506,1820832,506,910247
360200,"PAUL QUINN COLLEGE                                                    ",TX,752414398,Private-Nonprofit,146,146,553565,146,274996
360300,"RANGER COLLEGE                                                        ",TX,764703298,Public,198,198,690455,198,305208
360400,"RICE UNIVERSITY                                                       ",TX,770051892,Private-Nonprofit,491,530,1623458,530,825064
360600,"SAM HOUSTON STATE UNIVERSITY                                          ",TX,773400000,Public,6969,6979,30112357,7031,15120562
360800,"SAINT PHILIP'S COLLEGE                                                ",TX,782032098,Public,531,549,1996108,549,1002041
360900,"SAN JACINTO COMMUNITY COLLEGE DISTRICT                                ",TX,775043323,Public,925,925,3502409,988,1676569
361000,"SCHREINER UNIVERSITY                                                  ",TX,780285697,Private-Nonprofit,649,656,2709817,656,1351399
361100,"SOUTH PLAINS COLLEGE                                                  ",TX,793366504,Public,1349,1349,4691074,1351,2346480
361200,"UNIVERSITY OF HOUSTON - DOWNTOWN                                      ",TX,770021001,Public,4096,4098,18235387,4098,9184323
361300,"SOUTHERN METHODIST UNIVERSITY                                         ",TX,752750100,Private-Nonprofit,1076,1083,4801108,1089,2529402
361400,"SOUTHWEST TEXAS JUNIOR COLLEGE                                        ",TX,788016221,Public,164,166,584542,166,292272
361500,"TEXAS STATE UNIVERSITY                                                ",TX,786664602,Public,12981,13255,55108595,13257,28058701
361600,"SOUTHWESTERN ASSEMBLIES OF GOD UNIVERSITY                             ",TX,751652397,Private-Nonprofit,1010,1010,2178538,1011,2179538
361800,"SOUTHWESTERN CHRISTIAN COLLEGE                                        ",TX,751603400,Private-Nonprofit,20,20,82715,20,40858
361900,"SOUTHWESTERN ADVENTIST UNIVERSITY                                     ",TX,760591922,Private-Nonprofit,428,428,1919749,430,962450
362000,"SOUTHWESTERN UNIVERSITY                                               ",TX,786266111,Private-Nonprofit,614,616,2754869,616,1380422
362100,"ST. EDWARD'S UNIVERSITY                                               ",TX,787040000,Private-Nonprofit,1782,1793,7708568,1793,3955146
362300,"ST MARY'S UNIVERSITY SAN ANTONIO                                      ",TX,782288500,Private-Nonprofit,1012,1023,4398672,1047,2318789
362400,"STEPHEN F AUSTIN STATE UNIVERSITY                                     ",TX,759620001,Public,4728,4810,19517085,4814,9799593
362500,"SUL ROSS STATE UNIVERSITY                                             ",TX,798320113,Public,742,750,3016828,766,1528421
362600,"TARRANT COUNTY COLLEGE DISTRICT                                       ",TX,761026599,Public,4168,4196,15256836,4196,7646956
362700,"TEMPLE COLLEGE                                                        ",TX,765047435,Public,1105,1105,4093403,1105,2066211
362800,"TEXARKANA COLLEGE                                                     ",TX,755990001,Public,622,622,2255110,622,702394
363000,"PRAIRIE VIEW AGRICULTURAL & MECHANICAL UNIVERSITY                     ",TX,774462967,Public,4101,4168,17080472,4186,8559837
363100,"TARLETON STATE UNIVERSITY                                             ",TX,764010002,Public,3869,3903,16020060,3907,8116741
363200,"TEXAS A&M UNIVERSITY                                                  ",TX,778431246,Public,10978,11466,46270761,11472,24218582
363400,"TEXAS STATE TECHNICAL COLLEGE                                         ",TX,767051695,Public,2486,2486,9421658,2486,3163711
363500,"TEXAS CHIROPRACTIC COLLEGE                                            ",TX,775051699,Private-Nonprofit,0,0,0,0,0
363600,"TEXAS CHRISTIAN UNIVERSITY                                            ",TX,761290001,Private-Nonprofit,1736,1747,7746630,1747,4063197
363700,"JARVIS CHRISTIAN COLLEGE                                              ",TX,757651470,Private-Nonprofit,532,532,2128858,533,1067183
363800,"TEXAS COLLEGE                                                         ",TX,757024500,Private-Nonprofit,458,458,1969527,668,977797
363900,"TEXAS A&M UNIVERSITY - KINGSVILLE                                     ",TX,783638203,Public,4233,4239,19111028,4239,9557868
364100,"TEXAS LUTHERAN UNIVERSITY                                             ",TX,781555999,Private-Nonprofit,662,662,2848379,662,1505303
364200,"TEXAS SOUTHERN UNIVERSITY                                             ",TX,770044598,Public,3576,3633,14972463,3634,7501502
364400,"TEXAS TECH UNIVERSITY                                                 ",TX,794092011,Public,8210,8270,34876901,8271,18012850
364500,"TEXAS WESLEYAN UNIVERSITY                                             ",TX,761051536,Private-Nonprofit,731,750,3231814,750,1682042
364600,"TEXAS WOMANS UNIVERSITY                                               ",TX,762045587,Public,3872,3945,15272020,3945,8098600
364700,"TRINITY UNIVERSITY                                                    ",TX,782127200,Private-Nonprofit,500,501,2187604,501,1111532
364800,"TYLER JUNIOR COLLEGE                                                  ",TX,757013436,Public,2329,2329,8483811,2331,4217872
365100,"UNIVERSITY OF DALLAS                                                  ",TX,750624799,Private-Nonprofit,500,503,2166363,503,1092366
